flow_rate,pressure,temperature,usage_duration,vibration,label
47.39,285.64,22.26,64,0.25,Normal
42.94,334.2,21.64,58,0.19,Normal
106.98,161.77,29.58,123,0.73,Leakage
39.66,301.37,24.21,70,0.28,Normal
52.74,301.96,24.2,54,0.23,Normal
98.28,123.37,32.97,138,0.5,Leakage
109.74,168.73,26.08,76,0.76,Leakage
73.19,111.31,33.1,103,0.95,Leakage
34.23,337.58,29.44,60,0.21,Normal
82.07,150.34,26.14,59,0.57,Leakage
44.87,294.88,24.23,74,0.17,Normal
95.43,208.36,29.88,136,0.81,Leakage
83.31,100.71,29.58,73,0.95,Leakage
36.51,286.75,24.4,69,0.29,Normal
55.76,315.92,21.71,110,0.28,Normal
44.43,295.9,20.91,46,0.25,Normal
88.92,160.39,27.62,99,0.73,Leakage
96.45,154.99,25.47,120,0.78,Leakage
88.89,170.19,27.04,60,0.77,Leakage
38.7,290.99,25.74,96,0.25,Normal
32.52,327.45,24.72,94,0.19,Normal
76.69,143.64,33.2,53,0.86,Leakage
43.69,330.36,25.25,67,0.27,Normal
40.05,338.97,28.35,81,0.29,Normal
36.37,303.63,25.43,106,0.14,Normal
76.66,113.4,30.51,47,0.67,Leakage
103.52,160.28,27.27,130,0.71,Leakage
41.0,343.38,27.1,101,0.16,Normal
40.24,322.45,20.24,109,0.22,Normal
50.55,298.55,26.53,61,0.28,Normal
58.15,314.89,26.49,103,0.21,Normal
43.29,302.62,29.14,64,0.25,Normal
91.2,151.78,26.75,132,0.84,Leakage
46.83,349.55,24.73,97,0.23,Normal
112.96,207.86,31.7,128,0.52,Leakage
43.15,320.34,20.07,99,0.17,Normal
94.33,115.33,30.68,65,0.76,Leakage
42.25,326.32,24.09,84,0.12,Normal
76.37,184.58,29.48,129,0.62,Leakage
93.93,140.28,32.55,54,0.75,Leakage
47.66,304.21,22.62,109,0.23,Normal
48.17,294.57,21.66,89,0.12,Normal
59.04,332.21,29.96,40,0.22,Normal
116.36,210.23,34.45,119,0.91,Leakage
40.97,316.81,28.49,66,0.26,Normal
74.14,194.82,27.57,79,0.79,Leakage
49.24,320.74,23.11,111,0.22,Normal
78.57,154.41,26.33,46,0.85,Leakage
42.59,290.94,24.17,66,0.21,Normal
39.88,297.72,21.05,50,0.1,Normal
32.44,285.82,28.46,41,0.2,Normal
95.71,183.73,26.2,125,0.55,Leakage
47.49,331.74,24.34,66,0.15,Normal
54.34,314.26,26.71,116,0.17,Normal
56.73,316.89,26.05,116,0.14,Normal
40.61,306.79,21.61,88,0.19,Normal
80.12,184.74,32.61,50,0.85,Leakage
57.0,330.35,29.59,87,0.12,Normal
55.48,308.66,26.15,78,0.27,Normal
42.89,342.57,29.24,81,0.19,Normal
41.79,303.51,29.16,53,0.16,Normal
57.71,318.51,21.68,56,0.16,Normal
73.14,100.86,33.46,110,0.63,Leakage
44.95,297.81,26.99,104,0.3,Normal
48.75,331.24,21.98,105,0.12,Normal
118.24,107.41,25.88,119,0.91,Leakage
32.78,307.99,28.48,48,0.27,Normal
43.68,316.14,26.49,50,0.26,Normal
86.16,129.46,29.64,115,0.67,Leakage
70.15,125.08,30.08,141,0.71,Leakage
91.46,140.53,26.64,148,0.77,Leakage
56.35,292.65,29.32,51,0.11,Normal
37.31,346.97,23.76,95,0.23,Normal
77.75,191.56,30.9,113,0.6,Leakage
104.63,200.61,26.58,117,0.51,Leakage
55.39,291.51,28.65,69,0.13,Normal
94.4,216.56,27.74,84,0.95,Leakage
46.73,334.66,29.2,71,0.25,Normal
93.01,135.91,29.57,135,0.5,Leakage
55.81,290.73,27.88,104,0.29,Normal
36.96,300.88,22.27,107,0.12,Normal
44.06,282.42,28.66,109,0.25,Normal
59.44,328.14,20.41,51,0.13,Normal
81.87,165.39,31.28,143,0.71,Leakage
110.1,111.52,29.21,59,0.76,Leakage
58.51,313.23,28.23,100,0.2,Normal
47.44,339.35,29.34,102,0.16,Normal
50.29,321.15,26.88,51,0.14,Normal
43.3,329.52,26.81,90,0.18,Normal
33.46,344.24,25.46,74,0.28,Normal
99.51,149.29,33.77,88,0.98,Leakage
46.08,338.71,24.54,85,0.22,Normal
30.22,347.45,23.88,117,0.22,Normal
30.94,300.42,28.07,49,0.21,Normal
32.85,326.23,20.56,68,0.11,Normal
45.82,293.22,25.93,55,0.26,Normal
59.34,300.19,23.34,59,0.23,Normal
58.71,329.25,24.71,61,0.2,Normal
78.98,163.85,34.66,84,0.56,Leakage
44.17,307.98,29.79,82,0.19,Normal
89.28,196.34,29.56,146,0.74,Leakage
53.0,293.79,24.3,51,0.27,Normal
93.5,133.1,33.76,140,0.68,Leakage
51.56,323.63,29.43,110,0.24,Normal
35.34,314.1,28.01,113,0.13,Normal
39.27,292.12,22.69,72,0.19,Normal
46.29,294.25,21.65,107,0.13,Normal
33.63,315.85,21.88,102,0.21,Normal
41.58,338.27,29.33,75,0.27,Normal
48.65,324.62,24.31,75,0.16,Normal
47.25,285.54,27.38,70,0.15,Normal
30.27,349.18,21.04,79,0.11,Normal
40.28,315.16,25.91,62,0.26,Normal
55.77,303.59,23.85,98,0.15,Normal
89.09,111.19,34.27,148,0.96,Leakage
42.42,326.29,21.23,44,0.14,Normal
87.05,172.62,26.36,111,0.94,Leakage
59.58,295.98,26.77,64,0.17,Normal
45.86,336.85,22.06,43,0.1,Normal
55.69,290.62,28.89,118,0.13,Normal
50.63,314.54,23.52,86,0.2,Normal
88.87,169.25,26.31,139,0.62,Leakage
52.7,341.72,28.4,76,0.19,Normal
45.47,298.67,25.1,113,0.14,Normal
113.97,128.37,30.08,74,0.6,Leakage
59.8,301.21,25.65,115,0.26,Normal
45.33,289.07,20.89,42,0.13,Normal
119.03,181.53,25.55,135,0.52,Leakage
54.16,332.07,28.94,42,0.13,Normal
46.84,306.44,25.45,73,0.16,Normal
38.73,291.45,27.52,46,0.16,Normal
94.14,180.32,30.04,138,0.65,Leakage
57.04,308.68,20.44,98,0.21,Normal
44.25,347.34,21.98,47,0.24,Normal
35.9,305.27,20.17,36,0.2,Normal
43.54,285.12,24.78,33,0.15,Normal
34.57,331.5,26.34,114,0.17,Normal
49.57,343.01,20.35,110,0.11,Normal
43.16,323.45,20.03,60,0.15,Normal
46.13,308.57,22.42,53,0.14,Normal
39.72,315.64,25.54,51,0.27,Normal
41.49,328.2,27.62,99,0.28,Normal
114.73,125.34,27.74,64,0.9,Leakage
111.56,112.6,34.35,56,0.55,Leakage
59.75,345.52,26.46,46,0.3,Normal
75.37,134.89,27.83,65,0.59,Leakage
110.76,204.83,31.48,49,0.6,Leakage
47.96,316.14,27.73,89,0.28,Normal
46.92,311.68,24.41,72,0.25,Normal
37.52,292.16,23.27,58,0.19,Normal
30.28,295.13,25.99,93,0.21,Normal
35.21,290.54,23.04,65,0.18,Normal
95.66,128.28,29.61,74,0.7,Leakage
104.94,197.4,32.11,109,0.72,Leakage
49.44,311.72,25.91,35,0.12,Normal
56.04,296.03,20.33,86,0.22,Normal
58.14,318.66,27.6,88,0.16,Normal
117.93,106.58,32.79,63,0.93,Leakage
96.93,121.33,34.04,84,0.79,Leakage
107.38,116.19,25.7,127,0.77,Leakage
35.91,339.48,20.44,36,0.22,Normal
86.56,147.59,25.04,149,0.6,Leakage
51.21,317.17,23.96,60,0.24,Normal
48.8,286.6,20.58,89,0.21,Normal
48.53,283.4,25.44,98,0.27,Normal
44.72,283.07,27.84,69,0.19,Normal
110.04,214.55,31.98,47,1.0,Leakage
50.51,342.31,28.63,60,0.25,Normal
98.62,188.29,31.21,49,0.66,Leakage
119.71,193.5,30.36,46,0.84,Leakage
97.1,182.69,34.13,130,0.65,Leakage
32.44,330.98,28.83,43,0.15,Normal
55.65,329.37,28.26,45,0.18,Normal
59.99,309.5,22.57,44,0.19,Normal
74.94,183.93,28.0,125,0.76,Leakage
48.87,332.15,21.59,52,0.26,Normal
48.99,327.59,22.42,73,0.27,Normal
42.63,344.15,28.37,66,0.2,Normal
35.76,293.26,25.9,115,0.23,Normal
48.17,325.85,21.02,109,0.22,Normal
49.86,308.64,29.12,85,0.12,Normal
40.61,329.75,29.72,48,0.28,Normal
113.05,136.38,30.04,49,0.59,Leakage
93.2,134.7,26.14,134,0.62,Leakage
92.39,212.53,34.08,43,1.0,Leakage
58.56,347.82,20.59,100,0.29,Normal
91.23,151.74,33.2,86,0.91,Leakage
33.93,302.15,29.28,60,0.1,Normal
41.29,314.66,20.4,31,0.2,Normal
55.34,321.51,24.45,114,0.27,Normal
31.35,337.76,29.55,81,0.15,Normal
40.07,296.85,28.07,70,0.25,Normal
90.42,185.3,34.83,137,0.87,Leakage
35.25,333.85,20.05,31,0.3,Normal
52.05,311.37,21.89,106,0.12,Normal
106.04,184.61,33.18,138,0.87,Leakage
56.96,326.86,25.01,112,0.25,Normal
79.53,180.77,28.62,85,0.78,Leakage
36.33,323.07,29.64,114,0.17,Normal
46.78,296.92,29.23,71,0.22,Normal
42.12,314.57,22.18,78,0.24,Normal
113.15,178.84,31.29,68,0.64,Leakage
100.89,138.6,28.86,94,0.88,Leakage
53.17,312.67,29.07,64,0.21,Normal
56.17,343.04,23.08,73,0.18,Normal
58.84,281.48,23.91,91,0.27,Normal
36.69,338.26,29.67,90,0.26,Normal
57.95,308.14,29.07,103,0.21,Normal
54.05,289.76,21.48,74,0.27,Normal
37.73,309.1,23.11,58,0.26,Normal
45.9,321.56,23.67,99,0.27,Normal
40.29,284.39,26.63,67,0.12,Normal
51.13,343.16,29.31,107,0.24,Normal
46.33,307.92,25.95,87,0.25,Normal
44.23,292.17,21.49,82,0.11,Normal
33.81,298.49,22.75,116,0.25,Normal
32.32,316.81,25.83,116,0.26,Normal
91.59,111.55,30.8,130,0.74,Leakage
32.41,329.39,23.57,70,0.15,Normal
54.65,282.83,22.6,76,0.29,Normal
40.95,319.59,22.96,30,0.12,Normal
48.16,294.05,20.32,44,0.29,Normal
91.83,128.19,32.08,86,0.61,Leakage
95.02,128.85,29.18,117,0.71,Leakage
49.98,311.54,23.67,100,0.19,Normal
33.49,296.69,23.15,101,0.27,Normal
59.46,305.87,28.3,64,0.24,Normal
40.1,345.18,20.37,114,0.25,Normal
58.34,298.98,27.21,71,0.17,Normal
53.08,281.55,21.21,55,0.24,Normal
88.41,217.78,34.63,48,0.79,Leakage
30.27,285.47,28.95,42,0.12,Normal
108.15,168.48,28.94,134,0.94,Leakage
92.85,115.92,30.35,119,0.85,Leakage
47.46,331.26,24.58,114,0.24,Normal
35.82,281.15,20.04,35,0.18,Normal
48.54,289.72,23.25,109,0.24,Normal
30.53,300.03,27.78,101,0.12,Normal
31.39,303.54,21.23,66,0.29,Normal
30.43,296.97,25.52,60,0.22,Normal
36.87,321.48,22.46,116,0.24,Normal
34.87,284.11,28.64,67,0.11,Normal
33.05,314.59,25.82,75,0.2,Normal
42.19,295.48,27.33,94,0.15,Normal
39.53,303.34,23.1,112,0.29,Normal
42.17,314.67,25.11,61,0.25,Normal
58.47,349.93,25.68,52,0.17,Normal
45.67,310.14,25.09,117,0.17,Normal
40.18,343.06,21.64,33,0.28,Normal
53.08,334.35,26.63,114,0.27,Normal
58.72,348.24,23.2,35,0.19,Normal
42.19,312.02,29.41,36,0.16,Normal
42.79,338.78,26.47,59,0.15,Normal
57.89,290.39,28.6,93,0.23,Normal
104.92,120.68,26.42,65,0.66,Leakage
50.13,337.13,27.39,59,0.21,Normal
35.01,315.65,23.6,105,0.14,Normal
76.89,113.89,25.95,50,0.94,Leakage
48.41,326.83,27.76,86,0.13,Normal
87.87,176.72,29.64,123,0.91,Leakage
45.51,313.23,26.62,108,0.13,Normal
32.99,335.97,29.49,102,0.22,Normal
114.93,203.44,25.72,83,0.92,Leakage
57.2,307.72,22.01,106,0.11,Normal
33.26,340.4,26.7,94,0.11,Normal
92.37,104.94,32.43,129,0.95,Leakage
42.44,310.64,20.18,73,0.19,Normal
47.45,292.98,23.35,98,0.11,Normal
33.83,322.36,29.56,58,0.19,Normal
42.58,284.96,22.17,47,0.12,Normal
73.74,129.59,28.36,43,0.74,Leakage
30.12,319.88,28.28,56,0.13,Normal
42.58,338.51,24.98,38,0.11,Normal
39.27,331.37,20.54,76,0.15,Normal
71.7,184.51,28.69,137,0.9,Leakage
55.96,328.6,25.3,34,0.29,Normal
104.71,119.41,28.85,114,0.65,Leakage
41.82,326.85,27.39,79,0.28,Normal
45.51,339.13,22.91,64,0.2,Normal
74.7,164.62,33.83,116,0.55,Leakage
54.09,280.09,25.72,80,0.2,Normal
46.26,300.04,27.28,120,0.22,Normal
100.27,124.57,28.72,52,0.81,Leakage
44.67,303.54,28.22,85,0.19,Normal
83.28,103.07,29.03,136,0.65,Leakage
80.82,105.49,28.76,80,0.82,Leakage
31.96,304.93,29.72,81,0.28,Normal
52.62,290.0,26.02,72,0.27,Normal
94.53,143.38,34.79,132,0.75,Leakage
73.57,178.77,27.25,144,0.83,Leakage
84.08,218.5,27.39,144,0.94,Leakage
88.85,124.07,33.19,114,0.68,Leakage
59.7,300.23,25.98,56,0.29,Normal
50.09,327.79,20.54,100,0.14,Normal
75.3,128.93,25.31,120,0.67,Leakage
115.45,191.5,26.53,65,0.57,Leakage
59.03,286.58,27.59,78,0.12,Normal
88.69,166.76,30.6,136,0.57,Leakage
53.34,337.91,23.98,94,0.11,Normal
79.24,160.64,30.01,78,0.97,Leakage
52.39,295.01,29.87,63,0.28,Normal
95.08,168.96,28.7,121,0.62,Leakage
83.39,158.74,27.76,128,0.93,Leakage
46.17,308.22,28.28,75,0.18,Normal
81.81,178.68,33.12,86,0.86,Leakage
52.77,322.48,28.08,34,0.17,Normal
33.54,327.29,24.19,38,0.29,Normal
105.63,125.31,25.16,51,0.54,Leakage
56.67,297.02,29.78,111,0.18,Normal
31.24,285.56,27.3,107,0.22,Normal
50.64,348.35,23.86,108,0.23,Normal
54.51,307.51,29.53,81,0.23,Normal
49.48,295.07,22.74,105,0.19,Normal
35.8,304.97,26.83,63,0.2,Normal
45.14,337.61,27.28,105,0.25,Normal
49.67,307.59,26.02,76,0.12,Normal
45.92,283.48,21.48,93,0.24,Normal
34.62,294.19,25.03,113,0.29,Normal
51.19,297.31,23.48,98,0.22,Normal
54.5,297.07,26.58,97,0.27,Normal
48.68,322.49,22.11,32,0.27,Normal
50.3,328.44,29.26,34,0.3,Normal
37.81,326.2,25.51,103,0.22,Normal
106.6,175.67,30.59,119,0.61,Leakage
109.99,188.09,34.12,102,0.73,Leakage
36.73,321.91,27.48,46,0.28,Normal
47.38,320.47,25.11,77,0.3,Normal
46.56,325.59,23.3,65,0.25,Normal
32.97,305.89,24.69,71,0.13,Normal
47.59,282.49,22.33,75,0.14,Normal
47.21,309.17,25.45,49,0.23,Normal
49.05,304.76,21.69,68,0.29,Normal
79.15,159.48,26.07,68,0.79,Leakage
39.31,341.77,26.55,113,0.12,Normal
58.47,289.09,23.84,54,0.13,Normal
33.4,325.47,28.19,115,0.12,Normal
43.67,342.75,29.43,76,0.14,Normal
53.56,308.98,23.25,76,0.25,Normal
38.93,313.28,20.75,83,0.15,Normal
90.15,113.22,28.0,51,0.56,Leakage
74.98,205.01,26.24,46,0.91,Leakage
47.33,345.6,25.64,69,0.25,Normal
47.92,299.06,28.93,37,0.28,Normal
59.99,314.63,25.11,111,0.2,Normal
82.76,190.13,33.43,83,0.65,Leakage
33.93,309.86,22.5,46,0.29,Normal
40.69,332.41,25.43,68,0.17,Normal
37.31,312.26,27.59,70,0.27,Normal
44.54,348.65,26.9,87,0.23,Normal
76.3,183.82,28.0,129,0.8,Leakage
48.15,297.54,21.52,65,0.2,Normal
73.45,173.53,28.69,66,0.93,Leakage
30.15,338.97,23.92,39,0.28,Normal
58.64,303.07,21.73,71,0.13,Normal
47.32,315.99,21.78,52,0.19,Normal
37.54,290.86,20.55,56,0.24,Normal
53.7,337.87,24.19,36,0.23,Normal
41.66,325.13,24.96,102,0.18,Normal
50.09,317.66,21.61,119,0.3,Normal
83.39,111.91,34.98,86,0.65,Leakage
51.29,344.56,27.15,41,0.24,Normal
32.45,292.71,21.46,93,0.17,Normal
48.25,287.46,28.42,74,0.26,Normal
58.92,345.87,27.94,42,0.23,Normal
33.69,310.7,20.49,77,0.25,Normal
39.86,337.6,25.23,83,0.29,Normal
81.07,146.24,25.27,63,0.69,Leakage
105.65,211.76,28.88,87,0.81,Leakage
72.72,215.49,30.81,85,0.55,Leakage
92.99,109.5,28.0,73,0.77,Leakage
37.42,313.28,29.68,53,0.17,Normal
36.03,325.18,27.3,84,0.13,Normal
113.16,161.62,26.96,67,0.68,Leakage
37.34,331.37,24.33,110,0.23,Normal
41.44,283.36,23.47,69,0.23,Normal
99.34,204.84,28.64,135,0.91,Leakage
42.43,326.5,23.26,34,0.23,Normal
33.64,301.32,22.13,55,0.17,Normal
71.0,152.42,28.97,54,0.99,Leakage
43.72,340.94,22.36,30,0.15,Normal
40.55,348.12,27.59,33,0.26,Normal
32.06,294.89,25.76,73,0.16,Normal
54.67,342.08,21.29,102,0.15,Normal
100.27,182.01,27.58,103,0.52,Leakage
43.76,312.31,26.53,44,0.27,Normal
34.09,336.72,24.19,93,0.24,Normal
51.26,342.43,24.14,120,0.1,Normal
52.33,337.31,21.07,100,0.23,Normal
108.79,123.86,33.82,55,0.77,Leakage
57.47,297.55,21.49,34,0.2,Normal
31.41,305.03,22.7,110,0.2,Normal
117.31,179.57,30.11,145,0.6,Leakage
53.81,345.83,23.8,39,0.27,Normal
49.94,307.18,24.31,31,0.16,Normal
54.42,324.62,22.4,65,0.19,Normal
46.33,315.8,23.34,109,0.12,Normal
70.48,105.28,30.65,104,0.99,Leakage
55.72,317.39,29.36,79,0.29,Normal
52.85,291.35,20.79,69,0.29,Normal
110.66,110.98,28.79,104,0.7,Leakage
59.55,324.17,24.49,89,0.14,Normal
40.68,338.46,24.37,89,0.16,Normal
40.8,318.94,20.08,34,0.12,Normal
50.16,295.54,25.2,98,0.28,Normal
40.66,292.19,20.65,94,0.15,Normal
118.22,126.0,27.2,69,0.83,Leakage
85.02,101.62,31.3,150,0.67,Leakage
57.75,334.26,23.09,87,0.16,Normal
52.59,344.15,22.8,112,0.26,Normal
55.45,298.79,22.65,82,0.12,Normal
51.97,280.27,29.64,84,0.19,Normal
54.74,322.46,27.06,68,0.21,Normal
39.55,303.03,25.29,54,0.21,Normal
103.65,193.05,34.06,82,0.85,Leakage
78.67,185.88,27.11,63,0.84,Leakage
59.25,288.75,27.63,84,0.11,Normal
58.16,294.53,29.9,65,0.24,Normal
38.34,323.37,23.35,31,0.18,Normal
54.1,281.17,24.52,92,0.25,Normal
74.0,181.74,32.19,58,0.88,Leakage
43.64,335.22,24.41,113,0.26,Normal
56.2,327.04,24.23,41,0.12,Normal
52.17,295.44,23.43,53,0.15,Normal
42.91,308.76,24.34,64,0.16,Normal
55.75,309.97,20.6,74,0.18,Normal
50.91,321.47,21.8,36,0.25,Normal
42.98,293.9,27.57,73,0.29,Normal
55.83,315.26,23.05,33,0.17,Normal
70.95,212.46,33.6,103,0.56,Leakage
42.01,339.86,29.27,64,0.27,Normal
54.35,327.54,29.3,105,0.12,Normal
58.11,300.24,20.01,32,0.3,Normal
44.96,306.59,21.23,30,0.1,Normal
31.01,289.02,24.84,85,0.14,Normal
84.88,211.92,26.12,107,0.88,Leakage
38.72,289.84,28.05,112,0.14,Normal
34.2,345.93,22.95,83,0.19,Normal
99.5,206.35,26.32,101,0.59,Leakage
45.3,317.14,20.51,89,0.15,Normal
45.02,323.54,26.97,98,0.12,Normal
48.19,310.85,20.89,76,0.18,Normal
50.68,340.21,20.5,108,0.22,Normal
49.41,321.16,26.01,43,0.27,Normal
57.15,317.73,26.87,53,0.25,Normal
88.2,138.42,28.49,62,0.54,Leakage
56.09,349.06,28.22,69,0.2,Normal
43.67,335.05,22.4,82,0.14,Normal
53.76,322.45,22.64,83,0.14,Normal
56.26,302.38,25.42,65,0.22,Normal
56.76,322.03,22.81,119,0.29,Normal
82.85,170.5,34.27,135,0.99,Leakage
35.82,311.11,28.64,99,0.25,Normal
56.42,282.23,28.18,50,0.26,Normal
42.69,315.12,22.12,94,0.1,Normal
58.62,342.81,22.98,95,0.12,Normal
41.95,328.19,28.25,60,0.21,Normal
38.33,290.5,24.85,108,0.25,Normal
108.29,119.87,32.93,136,0.87,Leakage
36.54,344.32,20.74,68,0.26,Normal
47.37,307.83,26.0,40,0.29,Normal
54.14,348.68,28.79,61,0.12,Normal
42.76,282.14,22.31,49,0.13,Normal
94.28,105.87,34.29,143,0.89,Leakage
97.1,136.65,26.3,120,0.88,Leakage
44.09,348.6,24.93,53,0.26,Normal
54.62,327.51,23.88,103,0.12,Normal
44.01,295.39,22.48,37,0.28,Normal
56.32,320.89,26.18,116,0.22,Normal
38.28,316.48,24.97,31,0.19,Normal
49.06,288.88,26.41,92,0.27,Normal
53.83,295.17,28.05,95,0.15,Normal
43.3,340.18,26.74,53,0.12,Normal
32.91,342.9,21.97,49,0.26,Normal
80.68,218.03,25.84,73,0.97,Leakage
52.96,347.43,23.14,85,0.24,Normal
86.71,137.24,29.27,130,0.82,Leakage
54.39,304.17,21.19,53,0.29,Normal
98.39,211.9,27.46,100,0.93,Leakage
108.44,106.95,30.99,122,0.94,Leakage
70.33,203.47,29.75,115,0.66,Leakage
36.53,315.72,25.49,87,0.15,Normal
53.99,349.28,26.55,49,0.29,Normal
57.91,342.56,25.98,102,0.24,Normal
35.36,307.27,21.76,102,0.1,Normal
117.33,125.86,33.71,112,0.65,Leakage
39.04,327.66,28.67,52,0.1,Normal
58.4,291.43,28.97,74,0.13,Normal
44.83,287.82,23.46,109,0.15,Normal
59.59,321.86,21.16,79,0.16,Normal
54.92,336.01,24.24,54,0.16,Normal
53.93,329.97,23.56,118,0.29,Normal
40.61,290.16,22.99,59,0.15,Normal
89.31,126.2,26.5,71,0.83,Leakage
32.7,282.49,22.93,54,0.13,Normal
43.91,323.61,28.17,95,0.23,Normal
43.88,332.04,27.67,74,0.13,Normal
47.06,302.61,24.89,77,0.18,Normal
95.13,161.78,25.92,46,0.6,Leakage
45.06,328.89,28.47,67,0.3,Normal
91.18,162.93,32.15,106,0.96,Leakage
117.54,208.5,28.67,45,0.94,Leakage
34.37,305.84,25.1,60,0.29,Normal
37.94,341.89,22.68,90,0.16,Normal
44.86,333.46,21.82,85,0.29,Normal
98.12,135.92,29.3,90,0.57,Leakage
113.19,216.9,30.73,50,0.84,Leakage
105.17,125.72,33.8,121,0.97,Leakage
58.76,304.52,26.42,88,0.16,Normal
59.8,304.42,27.86,96,0.21,Normal
41.24,319.54,21.61,103,0.19,Normal
51.72,342.28,21.84,70,0.25,Normal
100.05,192.14,33.24,111,0.97,Leakage
54.88,300.41,21.0,73,0.18,Normal
52.32,336.83,24.27,31,0.22,Normal
32.06,304.68,21.23,116,0.2,Normal
108.58,187.45,31.88,136,0.75,Leakage
58.93,348.57,22.0,59,0.12,Normal
43.83,320.22,28.66,44,0.25,Normal
43.28,294.26,28.72,97,0.29,Normal
78.87,130.25,30.87,149,0.61,Leakage
96.35,212.35,26.43,92,0.96,Leakage
103.51,141.57,32.05,100,0.87,Leakage
117.29,161.14,34.26,116,0.71,Leakage
82.09,181.23,31.0,83,0.69,Leakage
41.23,331.81,21.35,56,0.26,Normal
97.1,217.43,28.0,67,0.55,Leakage
49.46,345.83,21.11,69,0.25,Normal
31.44,339.22,24.74,61,0.15,Normal
45.12,304.31,20.06,43,0.14,Normal
31.64,326.83,24.61,93,0.14,Normal
71.56,130.87,31.44,41,0.75,Leakage
34.67,281.2,25.52,61,0.28,Normal
32.42,283.61,20.11,67,0.18,Normal
33.63,322.49,27.54,71,0.24,Normal
88.66,179.06,30.01,103,0.55,Leakage
41.22,298.1,24.79,63,0.22,Normal
44.17,321.59,25.7,40,0.26,Normal
39.09,344.09,20.52,87,0.22,Normal
51.84,336.91,29.63,94,0.17,Normal
85.83,213.69,28.03,133,0.85,Leakage
42.68,304.99,24.29,53,0.27,Normal
89.84,199.02,34.77,87,0.74,Leakage
45.87,286.63,29.83,77,0.24,Normal
102.14,125.68,26.12,49,0.6,Leakage
31.77,296.94,29.38,38,0.23,Normal
45.06,326.75,21.77,95,0.28,Normal
32.62,345.0,26.15,65,0.12,Normal
37.33,329.63,22.49,59,0.27,Normal
37.74,322.88,28.6,77,0.26,Normal
53.62,302.87,23.26,49,0.25,Normal
41.61,281.73,21.18,107,0.27,Normal
48.01,331.96,29.59,66,0.18,Normal
58.23,324.69,21.41,86,0.14,Normal
106.14,197.7,34.03,86,0.89,Leakage
55.58,281.67,24.03,75,0.18,Normal
39.14,285.55,23.7,74,0.22,Normal
43.64,347.68,29.82,34,0.12,Normal
59.16,332.91,25.82,49,0.11,Normal
38.63,344.11,21.9,99,0.22,Normal
78.82,160.22,28.37,60,0.89,Leakage
37.3,341.16,24.27,47,0.15,Normal
48.93,280.68,24.76,105,0.16,Normal
40.05,320.42,26.34,100,0.18,Normal
43.13,301.01,29.91,81,0.11,Normal
34.7,305.12,28.47,107,0.29,Normal
54.33,317.61,27.98,99,0.26,Normal
54.53,310.98,25.35,69,0.11,Normal
107.86,142.24,33.32,53,0.62,Leakage
49.96,281.12,21.64,39,0.25,Normal
79.1,165.75,33.02,113,0.87,Leakage
86.82,216.55,29.18,64,0.83,Leakage
57.24,293.05,28.01,119,0.25,Normal
48.61,281.96,29.05,34,0.28,Normal
34.46,303.25,27.53,82,0.28,Normal
55.95,334.84,20.2,31,0.19,Normal
35.66,297.55,24.68,118,0.15,Normal
59.37,328.68,29.97,105,0.26,Normal
41.82,284.19,24.93,90,0.13,Normal
114.85,150.86,26.86,82,0.61,Leakage
48.26,307.03,24.79,71,0.27,Normal
89.5,129.44,34.33,104,0.76,Leakage
42.39,336.35,29.06,67,0.15,Normal
39.53,348.36,24.12,85,0.19,Normal
43.79,306.23,25.32,32,0.14,Normal
55.81,313.55,28.4,49,0.19,Normal
112.45,216.82,32.75,127,0.92,Leakage
58.91,328.01,25.59,81,0.29,Normal
37.02,348.99,20.53,55,0.13,Normal
58.35,283.74,27.65,54,0.13,Normal
39.43,291.64,25.74,114,0.26,Normal
95.99,205.85,31.0,114,0.59,Leakage
31.8,318.48,28.32,102,0.12,Normal
56.28,297.47,22.62,110,0.13,Normal
54.74,324.35,29.37,41,0.29,Normal
46.83,306.02,24.38,62,0.25,Normal
47.78,335.37,29.89,94,0.13,Normal
117.71,119.35,25.32,80,0.82,Leakage
41.6,305.92,20.55,43,0.16,Normal
56.67,291.35,23.76,31,0.21,Normal
111.88,174.34,28.3,133,1.0,Leakage
34.21,296.66,24.86,41,0.11,Normal
77.98,103.65,27.29,77,0.88,Leakage
38.19,327.69,25.66,100,0.13,Normal
92.13,188.68,27.12,102,0.5,Leakage
43.27,305.48,24.59,105,0.17,Normal
43.34,327.86,24.71,81,0.23,Normal
32.34,342.03,25.93,114,0.21,Normal
38.82,314.65,28.07,84,0.22,Normal
31.99,333.98,20.96,96,0.26,Normal
79.57,180.06,32.27,88,0.68,Leakage
42.4,301.34,20.07,55,0.13,Normal
112.81,204.5,30.24,107,0.91,Leakage
102.22,178.42,28.81,138,0.88,Leakage
35.91,330.43,28.33,76,0.23,Normal
34.34,313.61,24.84,109,0.27,Normal
35.93,295.54,20.19,61,0.25,Normal
115.57,158.15,32.85,64,0.86,Leakage
38.64,303.45,22.63,96,0.1,Normal
43.71,314.78,28.86,37,0.3,Normal
39.79,323.3,25.04,75,0.16,Normal
43.94,332.61,28.84,54,0.13,Normal
59.04,295.02,24.03,31,0.18,Normal
39.25,332.31,26.04,56,0.18,Normal
115.28,126.79,29.52,108,0.66,Leakage
35.26,330.65,22.03,117,0.17,Normal
70.16,148.41,29.52,131,0.58,Leakage
81.19,134.91,29.81,140,0.88,Leakage
